time,oil,ore,uranium,diamonds,helium-3,rivalium,tanks,aircrafts,missiles,bombers,laser drones
2020-12-16 20:56:34,237,224,2063,1490000,802985,115000,10395,59800,394999,614890,254850000
2020-12-16 21:06:37,240,224,2062,1490000,802985,115000,10392,59799,394999,614874,254850000
2020-12-16 21:16:40,240,223,2060,1490000,799999,110000,10390,59994,394999,614870,254850000
2020-12-16 21:26:51,239,219,2000,1490000,798999,115000,10000,59994,394999,614889,254850000
2020-12-16 21:36:54,239,227,2019,1490000,799000,115000,10389,59993,394999,614889,253000000
2020-12-16 21:46:58,240,224,2049,1490000,799000,110000,10392,59995,394999,614889,255000000
2020-12-16 21:57:19,240,225,2087,1494000,798999,114000,10392,59994,394999,614889,255000000
2020-12-16 22:07:27,245,226,2089,1493990,799999,110000,10387,59993,394999,614889,255000000
2020-12-16 22:17:30,247,215,2097,1492000,799999,110000,10383,59990,394999,614900,255000000
2020-12-16 22:27:43,244,215,2094,1495000,799999,110000,10378,59990,394999,614898,255000000
2020-12-16 22:37:46,244,226,2092,1494000,799999,110000,10376,59993,394999,614895,255000000
2020-12-16 22:47:50,245,226,2088,1495000,799999,109999,10374,59992,394999,614898,255000000
2020-12-16 22:58:13,242,226,2068,1498490,795000,104999,10370,59992,394999,614898,255000000
2020-12-16 23:08:20,244,226,2066,1498490,794999,112998,10372,59992,394999,614899,255000000
2020-12-16 23:18:26,248,228,2116,1498490,802985,114999,10368,59991,394999,614898,254999000
2020-12-16 23:28:39,245,227,2123,1495500,802985,114300,10365,59995,394999,614895,254999000
2020-12-16 23:38:46,244,228,2120,1493990,802984,114200,10371,59994,394999,614974,254999000
2020-12-16 23:48:48,243,228,2120,1493990,802983,114999,10365,59994,394999,614970,254998000
2020-12-16 23:59:04,245,230,2109,1494990,800000,114997,10364,59994,394999,614959,254998000
2020-12-17 00:09:09,245,230,2097,1489990,801000,113999,10362,61000,394999,614959,254999000
2020-12-17 00:19:31,246,223,2089,1480000,801000,107999,10360,60999,394999,614959,254999000
2020-12-17 00:29:45,245,229,2087,1480000,790000,103999,9898,60995,394999,614954,254998000
2020-12-17 00:40:06,243,227,2095,1470000,790000,102000,9897,60993,394999,614953,254998000
2020-12-17 00:50:12,240,225,2089,1470000,802985,102000,9947,60994,394999,614953,254500000
2020-12-17 01:00:28,249,223,2087,1493000,807990,113999,5000,60990,394999,614954,254500000
2020-12-17 01:10:50,251,223,2086,1492990,807990,114000,9943,60989,395000,614960,254500000
2020-12-17 01:20:57,256,225,2084,1484990,807990,119998,9900,60899,395000,614960,254499000
2020-12-17 03:05:45,240,226,2019,1475000,799000,111000,9997,60889,399899,614968,254493000
2020-12-17 03:08:26,245,226,2099,1480000,798999,111000,9996,60700,399899,614967,254493000
2020-12-17 03:18:25,258,225,2098,1492220,794000,111000,9999,60700,399899,614967,254489000
2020-12-17 03:28:23,253,228,2135,1494000,805000,110999,9800,60699,399899,614965,253000000
2020-12-17 03:38:20,258,232,2133,1490490,804000,110999,9799,60699,399899,614964,253000000
2020-12-17 03:48:27,250,230,2129,1490490,804000,110999,9796,60698,399899,614964,253000000
2020-12-17 03:58:23,247,227,2119,1470000,780000,106000,9794,60696,399899,614964,253000000
2020-12-17 04:08:37,240,231,2117,1470000,780000,110000,9792,60695,399899,614695,253000000
2020-12-17 04:18:35,250,233,2114,1494000,803000,108000,9789,60693,399899,614964,253000000
2020-12-17 04:28:33,250,230,2113,1492220,800000,108000,6700,60000,399899,614964,254489000
2020-12-17 04:38:35,245,229,2128,1489000,800000,110000,10363,59999,399899,620975,254489000
2020-12-17 04:48:39,250,235,2125,1490000,804000,115000,10336,59997,399899,620979,254489000
2020-12-17 04:58:41,259,232,2123,1490000,803000,114000,10395,60695,399899,620979,254489000
2020-12-17 05:09:00,258,230,2121,1490000,804000,114000,10383,60644,399899,620895,254489000
2020-12-17 05:19:05,249,230,2100,1490000,804000,115000,10382,60643,399899,618892,253999000
2020-12-17 05:29:08,247,229,2079,1490000,804000,111111,10382,60643,399899,616890,253000000
2020-12-17 05:39:12,249,230,2075,1490000,807999,117000,10384,60646,399899,616890,252000000
2020-12-17 05:59:17,248,227,2096,1492220,806000,113000,10298,60649,399899,614799,250000000
2020-12-17 06:09:36,247,226,2050,1492220,806000,110000,10296,60700,399899,614799,250000000
2020-12-17 06:19:39,250,226,2096,1492000,805990,105000,10299,60000,399899,618891,250000000
2020-12-17 06:29:42,245,229,2089,1490000,805990,115000,10295,59997,399899,618890,250000000
2020-12-17 06:39:45,200,227,2066,1490000,805000,114444,9700,59995,399899,618890,250000000
2020-12-17 06:49:47,245,227,2088,1492000,805000,114000,9600,58000,399899,618890,253000000
2020-12-17 07:00:07,246,230,2087,1495000,804999,112000,9600,57999,399899,620899,251000000
2020-12-17 07:10:28,245,229,2085,1490000,804999,114444,10197,57999,399899,620894,249999000
2020-12-17 07:20:31,248,230,2086,1488000,807000,105000,10195,59994,399899,620894,249999000
2020-12-17 07:30:34,244,227,2084,1494000,805000,104999,10193,59998,399899,620889,249999000
2020-12-17 07:40:38,242,229,2049,1494000,805000,103000,9700,59997,399899,620889,249999000
2020-12-17 07:51:04,241,230,2047,1494000,804000,114442,10189,59997,399899,620888,249999000
2020-12-17 08:01:08,241,240,2045,1494000,804000,114439,10187,59997,399899,620888,249000000
2020-12-17 08:11:30,241,240,2043,1495000,803999,114439,10186,59997,399899,620887,248000000
2020-12-17 08:21:37,245,232,2041,1494000,803000,114439,10184,59997,399899,615999,248000000
2020-12-17 08:31:39,243,225,2040,1494000,802900,114330,10181,59997,399899,615999,248000000
2020-12-17 08:41:41,243,228,2038,1494000,802900,113999,10181,59997,399899,615999,248000000
2020-12-17 08:51:44,242,228,2078,1494000,802898,113999,10179,59997,399899,615999,247900000
2020-12-17 09:02:29,244,229,2075,1494000,802850,114400,10177,59997,399899,615999,248000000
2020-12-17 09:12:47,244,225,2072,1494000,802850,114399,10174,59997,399899,615999,248000000
2020-12-17 09:22:50,243,224,2070,1492000,802850,114399,10171,59997,399899,615999,248000000
2020-12-17 09:32:56,243,225,2000,1495000,802800,114322,10167,59998,399899,615999,248000000
2020-12-17 09:42:58,243,223,2000,1495000,802000,114322,10196,59997,399899,615999,248000000
2020-12-17 09:53:01,245,227,2085,1497000,802898,114399,10200,59997,399899,615999,248000000
2020-12-17 10:03:04,240,234,2120,1495000,802500,114399,10198,59997,399899,615999,248000000
2020-12-17 10:13:25,245,234,2118,1495000,802500,114399,10195,59997,399899,615999,248000000
2020-12-17 10:23:29,244,233,2116,1495000,800000,114436,10193,59997,399899,615999,248000000
2020-12-17 10:33:31,244,233,2114,1492000,795000,114436,10190,59997,399899,615999,248000000
2020-12-17 10:43:38,243,222,2112,1492000,795000,110000,10188,59997,399899,615999,248000000
2020-12-17 10:53:40,245,222,2111,1492000,795000,110000,10185,59997,399899,615999,248000000
2020-12-17 11:03:47,240,227,2109,1494000,802500,110000,10200,59997,399899,615999,248000000
2020-12-17 11:14:11,240,227,2107,1494000,802000,110000,10197,59997,399899,615999,248000000
2020-12-17 11:24:17,250,230,2105,1494000,802000,114436,10198,60200,399899,620888,248000000
2020-12-17 11:34:20,250,230,2103,1494000,802000,114436,10194,60199,399899,629999,248000000
2020-12-17 11:44:23,250,230,2102,1493800,802000,110000,10191,59999,399899,629999,252000000
2020-12-17 11:54:29,245,230,2100,1493800,802000,114436,10187,59999,399899,629999,252000000
2020-12-17 12:04:32,249,225,2098,1493800,802000,114436,10099,60000,399899,629999,252000000
2020-12-17 12:14:55,244,220,2114,1493800,802000,110000,10097,59999,399899,629999,252000000
2020-12-17 12:25:03,245,225,2112,1494000,807998,114444,10094,59999,399899,629999,252000000
2020-12-17 12:35:06,244,220,2115,1494000,807998,114443,10300,59999,399899,625000,251999000
2020-12-17 12:45:16,248,225,2113,1494000,807998,114443,10296,59999,399899,624999,251999000
2020-12-17 12:55:19,249,228,2112,1494000,807998,114443,10293,59999,399899,624999,251999000
2020-12-17 13:05:28,249,227,2110,1494000,807998,114443,10290,59999,399899,625000,251999000
2020-12-17 13:15:56,248,227,2108,1494000,807998,114443,10287,59999,399899,624999,251999000
2020-12-17 13:26:08,246,226,2099,1495000,807998,114443,10286,59999,399899,624999,251999000
2020-12-17 13:36:15,247,226,2097,1495000,807998,114443,10283,60000,399899,610000,251999000
2020-12-17 13:46:27,247,224,2095,1495000,807998,114443,10279,59999,399899,609999,251999000
2020-12-17 13:56:55,248,225,2092,1499980,807998,114443,10274,59999,399899,599999,251999000
2020-12-17 14:07:36,247,226,2091,1499980,805000,114443,10271,59999,399899,609998,251999000
2020-12-17 14:18:16,248,226,2088,1498890,805000,114443,10269,59997,399899,599999,251999000
2020-12-17 14:28:21,247,225,2086,1498890,805000,114443,10164,59996,399899,599998,251999000
2020-12-17 14:38:33,246,225,2083,1498890,805000,114443,10162,59997,399899,599998,251999000
2020-12-17 14:48:45,245,225,2080,1497000,805000,114443,10160,59997,399899,599998,251999000
2020-12-17 14:58:56,240,225,2050,1497000,805000,114443,10161,59997,399899,599998,251999000
2020-12-17 15:09:35,244,224,2049,1497000,805000,114443,10158,59997,399899,599997,251999000
2020-12-17 15:20:27,245,224,2047,1490490,805000,114443,10148,59997,399899,599998,251999000
2020-12-17 15:30:36,247,224,2070,1490490,805000,114443,10143,59994,399900,599997,251999000
2020-12-17 16:55:49,246,228,2098,1494000,805000,113999,10134,59994,399899,624994,251000000
2020-12-17 17:05:52,247,229,2096,1490000,805000,114999,10137,59992,399899,624995,250999000
2020-12-17 17:15:55,249,229,2092,1490000,805000,114999,10135,59992,399899,624995,250999000
2020-12-17 17:26:14,240,230,2089,1494000,804000,114444,10134,55000,399899,624995,251000000
2020-12-17 17:36:17,245,230,2086,1494000,804000,116900,10162,55000,399899,624994,251999000
2020-12-17 17:46:20,246,230,2084,1493000,804000,116900,10268,59993,399899,624994,251999000
2020-12-17 17:56:24,249,232,2085,1490000,799990,116900,10264,59990,399899,624994,251999000
2020-12-17 18:06:25,247,231,2082,1488000,799988,117000,10263,59990,399899,624994,251999000
2020-12-17 18:16:27,246,226,2080,1488000,807997,116500,10261,59890,399899,624995,251999000
2020-12-17 18:26:29,245,225,2081,1488000,799899,115999,10260,59889,399899,624994,252000000
2020-12-17 18:36:31,246,219,2079,1488000,798888,115990,10300,59889,399899,624994,252000000
2020-12-17 18:46:33,245,219,2020,1480000,794770,116580,9800,59889,399899,624994,252000000
2020-12-17 18:56:37,245,225,2074,1487990,794759,116400,10498,59889,399899,624994,252000000
2020-12-17 19:06:40,246,227,2070,1486000,798776,116399,9898,59888,399899,621000,252000000
2020-12-17 19:16:42,240,225,2070,1493000,798776,116300,9668,59886,399899,620998,252000000
2020-12-17 19:26:46,240,223,2049,1490000,798770,116250,9549,59884,399898,620995,251999000
2020-12-17 19:36:47,246,225,2046,1489800,804979,116300,9648,59879,399898,620993,251999000
2020-12-17 19:46:50,246,227,2046,1485000,810000,119996,9643,59874,399898,620984,255996000
2020-12-17 19:56:59,246,225,2071,1485000,807888,117000,9640,59872,399898,620981,255996000
2020-12-17 20:07:30,245,228,2068,1485000,803888,120000,9643,59870,399898,620981,255996000
2020-12-17 20:17:32,249,226,2069,1489790,803888,125000,10049,59878,399898,620979,255949000
2020-12-17 20:27:35,243,225,2097,1490000,799999,126000,9699,58999,399898,619999,255940000
2020-12-17 20:37:37,243,227,2094,1490000,799998,118500,9700,58996,399898,619998,255939000
2020-12-17 20:47:41,241,225,2020,1490000,800000,115000,9698,58997,399898,619997,255938000
2020-12-17 20:57:47,245,225,2018,1485000,799800,116000,9499,58993,399898,619994,255600000
2020-12-17 21:07:51,230,225,2016,1400000,797999,116000,9496,58991,390000,610000,255500000
2020-12-17 21:17:57,245,224,2015,1479990,802999,113000,9493,58989,390000,609988,255498000
2020-12-17 21:27:59,247,224,2013,1479000,802999,109000,9492,58991,390000,609987,255498000
2020-12-17 21:37:56,246,224,2011,1477000,798000,108500,9495,58995,399898,600000,255498000
2020-12-17 21:48:00,239,227,2009,1477000,794000,108500,9494,58994,399898,599999,255498000
2020-12-17 21:58:12,240,226,2007,1477000,803899,109800,9500,58993,399898,599999,255497000
2020-12-17 22:08:16,244,227,2005,1470000,799888,113000,9498,58990,399898,619999,255497000
2020-12-17 23:43:17,246,227,2020,1478000,804960,110000,9696,58995,399899,604992,255485000
2020-12-17 23:48:23,244,226,2050,1470000,799999,113000,9696,58995,399899,604992,255485000
2020-12-17 23:58:26,244,223,2046,1470000,800888,109000,9694,58993,399899,604990,255485000
2020-12-18 02:58:41,242,225,2037,1466690,799888,112900,9926,58993,399899,604979,255478000
2020-12-18 03:08:57,243,225,2035,1485480,800000,110000,9940,58992,399899,605000,255477000
2020-12-18 03:19:00,237,228,2033,1450000,800000,113000,9699,59879,399899,604999,255399000
2020-12-18 03:29:04,247,227,2099,1479990,800000,112999,9699,59878,399899,604999,255399000
2020-12-18 10:57:30,242,223,2016,1490000,801999,115000,9999,59868,399899,599999,250000000
2020-12-18 11:07:34,249,228,2014,1490000,801999,114999,10000,59868,399899,600000,250000000
2020-12-18 18:05:35,243,222,2015,1475000,799900,103997,9992,59799,399899,600899,252994000
2020-12-18 18:15:37,230,221,2013,1475000,803999,114896,9998,59799,399899,600899,252993000
2020-12-18 18:26:16,243,226,2009,1470000,798999,114896,9996,59799,399899,600899,252993000
2020-12-18 18:36:19,242,224,2010,1470000,798998,114000,9995,59799,399899,600995,252992000
2020-12-18 18:46:30,238,224,2008,1470000,798997,114000,9990,59799,399899,600994,252991000
2020-12-18 18:57:56,240,223,2020,1478480,799000,114896,9988,59799,399899,600995,252992000
2020-12-18 19:08:39,245,222,2082,1465000,799888,114896,9998,59799,399899,609999,252992000
2020-12-18 19:19:03,246,225,2081,1460000,798890,112000,9997,59798,399899,610000,252992000
2020-12-18 19:29:06,245,223,2100,1475000,799888,118500,9993,59797,399899,609999,252992000
2020-12-18 19:39:16,243,222,2119,1470000,798000,118500,9990,59796,399899,609999,252992000
2020-12-18 19:49:19,245,223,2080,1469000,797000,118500,9499,59796,399899,609998,252992000
2020-12-18 19:59:17,243,222,2077,1469000,797777,118500,9443,59797,399899,609997,252992000
2020-12-18 20:09:48,243,222,2075,1469000,797879,118500,9442,59797,399899,609995,252992000
2020-12-18 20:19:52,242,221,2065,1469000,800000,118500,9443,59798,399899,609996,252991000
2020-12-18 20:29:53,243,222,2062,1469000,799000,118000,9443,59798,399899,609996,252991000
2020-12-18 20:40:13,244,222,2058,1465080,798888,126998,9989,59797,399899,609995,252991000
2020-12-18 20:50:17,241,222,2056,1465000,798000,129999,9983,59798,399899,609995,252991000
2020-12-18 21:00:27,240,222,2047,1465000,796000,129998,9979,59797,399899,609990,252991000
2020-12-18 21:11:01,243,221,2039,1465080,794000,128000,9977,59797,399899,609989,252991000
2020-12-18 21:21:16,243,222,2048,1460000,792000,121999,9900,59700,399899,599900,252991000
2020-12-18 21:31:23,243,221,2046,1469000,795000,114500,9900,59699,399899,599900,252901000
2020-12-18 21:41:48,243,224,2043,1469000,793999,114500,9899,59698,399899,599899,252901000
2020-12-18 21:51:52,245,224,2044,1470000,793887,110000,9700,59697,399899,599895,252600000
2020-12-18 22:01:56,244,224,2042,1470000,798888,111000,9700,59697,399899,609990,252899000
2020-12-18 22:12:26,240,225,2039,1465000,798887,110000,9700,59697,399899,609989,252899000
2020-12-18 22:22:31,240,220,2036,1465000,798878,110000,9970,59698,399899,609989,252898000
2020-12-18 22:32:37,242,224,2075,1465000,798878,110000,9968,59879,399899,609880,252897000
2020-12-18 22:42:56,241,215,2080,1467780,798878,107000,9965,59879,399899,609989,252897000
2020-12-18 22:53:04,242,223,2078,1480000,796888,107000,9699,59880,399899,609989,252897000
2020-12-18 23:03:10,244,225,2070,1489900,799999,110000,9697,59879,399899,609989,252897000
2020-12-18 23:13:39,245,225,2068,1489900,799888,112999,9695,59878,399899,609989,252897000
2020-12-18 23:23:47,243,223,2066,1464440,799888,110000,9694,59877,399899,609989,252897000
2020-12-18 23:33:53,246,225,2064,1464440,799886,109000,9693,59877,399899,609989,252897000
2020-12-18 23:44:18,240,223,2038,1464440,798888,101111,9498,59800,399899,609899,252897000
2020-12-18 23:54:27,239,220,2020,1490000,798000,108000,9499,59877,399899,609899,252898000
2020-12-19 00:04:32,240,224,2000,1489000,796000,108000,9693,59877,399899,609900,252897000
2020-12-19 00:14:54,242,225,2036,1489000,798000,108000,9694,59877,399899,618998,252898000
2020-12-19 00:24:59,240,222,2034,1488800,799998,103000,9697,59876,399899,618000,252897000
2020-12-19 00:35:03,240,219,2019,1483700,803000,101100,9698,59875,399899,618999,252897000
2020-12-19 00:57:08,240,218,2036,1483000,799000,108000,9900,59876,399899,620990,252897000
2020-12-19 01:07:10,243,220,2100,1490000,797000,108000,9998,59876,399899,639900,252896000
2020-12-19 01:17:12,244,225,2299,1489000,797999,107998,9992,59877,399899,634000,252897000
2020-12-19 01:27:30,245,225,2089,1496990,797900,107994,9992,59877,399899,634000,252896000
2020-12-19 01:37:34,244,218,2087,1495750,797700,107000,9991,59877,399899,633995,252897000
2020-12-19 01:47:35,246,226,2085,1490490,795000,105999,9990,59878,399899,633995,252897000
2020-12-19 01:57:54,240,225,2069,1490480,787500,104000,9989,59878,399900,633999,252896000
2020-12-19 02:08:00,240,221,2068,1490480,786000,100000,9986,59878,399900,633999,252896000
2020-12-19 02:18:04,242,225,2065,1489000,784000,100000,9984,59877,399900,633997,252897000
2020-12-19 02:28:26,244,225,2063,1488000,797500,104999,9983,59877,399900,633997,252896000
2020-12-19 02:38:28,244,225,2065,1488000,800000,107996,9977,59877,399899,633000,252897000
2020-12-19 02:48:31,242,224,2065,1485560,799999,107997,9975,59876,399899,632999,252897000
2020-12-19 02:53:33,241,224,2064,1485000,799999,107995,9975,59876,399899,632999,252897000
2020-12-19 03:03:37,243,224,2078,1485560,799999,106000,9973,59875,399899,632999,252897000
2020-12-19 03:13:39,244,220,2050,1485000,803000,103999,9970,59876,399899,633998,252897000
2020-12-19 06:13:32,245,224,2086,1480000,795000,109995,9996,59899,399899,645000,252800000
2020-12-19 06:23:38,245,222,2048,1470000,795000,115000,9700,59899,399899,644000,252801000
2020-12-19 06:33:39,240,221,2046,1479990,801888,114450,9700,9700,59897,644000,252801000
2020-12-19 08:58:18,245,223,2190,1494000,801000,113730,9989,57991,399899,632985,250899000
2020-12-19 09:00:54,245,223,2190,1494000,800000,113730,9989,57991,399899,632985,250899000
2020-12-19 09:11:32,245,219,2189,1490000,799999,113730,9988,57991,399899,632985,250996000
2020-12-19 09:21:35,248,220,2190,1490000,799998,113730,9988,57990,399899,632990,250995000
2020-12-19 09:32:07,248,225,2190,1480000,795000,110000,9988,57988,399899,635999,250995000
2020-12-19 09:42:40,248,220,2190,1480000,799000,105000,9988,57989,399899,635999,250995000
2020-12-19 09:52:42,250,225,2220,1480000,799000,112000,9988,57985,399899,635998,250900000
2020-12-19 10:03:02,250,225,2220,1479990,799000,799000,9987,57984,399899,635998,250900000
2020-12-19 10:14:12,245,225,2219,1490000,799000,112000,9987,57984,399899,634999,250900000
2020-12-19 10:24:15,250,225,2219,1490000,799000,113730,9987,57984,399899,634999,250900000
2020-12-19 10:34:33,250,225,2021,1490000,799000,113730,9987,57984,399899,634999,250900000
2020-12-19 10:45:31,249,225,2021,1494000,799000,113730,9987,57984,399899,634999,250900000
2020-12-19 11:06:26,249,222,2021,1460000,798999,110000,9987,57990,399899,634995,250900000
2020-12-19 11:16:31,249,220,2200,1460000,798999,110000,9987,57990,399899,634994,250900000
2020-12-19 11:27:06,248,220,2200,1494000,799998,113730,9988,57990,399899,634995,250900000
2020-12-19 11:37:27,248,225,2200,1494000,799998,113730,9987,57988,399899,634994,250900000
2020-12-19 11:47:31,248,224,2192,1500000,799998,113730,9986,57988,399899,626999,250900000
2020-12-19 11:57:36,250,225,2189,1500000,799998,113730,9986,58000,399899,626999,250900000
2020-12-19 12:07:59,245,224,2100,1500000,799998,113730,9986,59995,399899,626999,250900000
2020-12-19 12:18:31,250,220,2100,1500000,798000,111000,9986,9986,399899,627000,250900000
2020-12-19 12:28:35,250,220,2100,1500000,798000,111000,9986,59994,399899,626999,250900000
2020-12-19 12:49:31,250,223,2100,1500000,799998,112000,9986,59994,399899,626999,250900000
2020-12-19 12:59:40,245,223,2100,1500000,799998,112000,9986,59994,399899,626999,250900000
2020-12-19 13:10:34,244,223,2100,1500000,799998,113750,9986,59994,399899,626999,250900000
2020-12-19 13:20:39,244,225,2100,1500000,799998,113750,9987,59994,399899,626999,250900000
2020-12-19 13:41:07,247,221,2100,1500000,799998,113750,9984,59994,399899,626999,250900000
2020-12-19 13:51:16,250,221,2100,1500000,799998,113750,9984,59992,399899,624999,250900000
2020-12-19 14:01:49,253,222,2100,1500000,799997,113749,9984,59992,399899,624999,250900000
2020-12-19 14:12:02,253,223,2100,1495000,799997,113749,9984,59992,399899,624999,250900000
2020-12-19 14:32:11,250,220,2100,1495000,799000,113000,9984,59992,399899,624999,250900000
2020-12-19 14:53:30,235,220,2090,1495000,799997,112993,9979,59992,399899,624994,250900000
2020-12-19 15:03:36,234,220,2100,1495000,799980,112990,9977,59992,399899,624993,250900000
2020-12-19 15:13:47,244,218,2100,1495000,799980,112986,9977,59992,399899,624992,250996000
2020-12-19 15:24:29,244,220,2100,1495000,799980,112982,9977,59992,399899,624992,250996000
2020-12-19 15:44:55,230,219,2090,1493900,799980,112976,9976,59992,399899,624992,250996000
2020-12-19 15:55:00,232,219,2088,1492000,799980,113746,9975,59992,399899,624992,250996000
2020-12-19 16:05:36,235,220,2088,1491000,799980,113742,9974,59992,399899,624990,250996000
2020-12-19 16:16:04,241,219,2080,1490000,799970,113739,9969,59991,399899,624989,250996000
2020-12-19 16:26:41,235,219,2077,1490000,799000,113735,9967,59990,399899,624989,250996000
2020-12-19 16:36:51,243,220,2080,1491000,797888,113731,9897,59899,399899,624899,250996000
2020-12-19 16:47:04,245,225,2080,1493800,797888,113726,9900,59899,399899,624899,250996000
2020-12-19 16:57:38,241,225,2050,1493800,797880,113723,9898,59899,399899,624987,250996000
2020-12-19 17:07:43,243,225,2050,1495000,797000,113719,9897,59900,399900,624988,250996000
2020-12-19 17:18:28,240,226,2050,1495000,796770,113715,9895,59899,399900,624986,250996000
2020-12-19 17:28:39,242,220,2020,1495000,799000,113711,9599,59799,399899,624900,250996000
2020-12-19 17:49:21,250,228,2088,1495000,799888,113704,9894,59798,399899,624899,252000000
2020-12-19 17:59:28,247,223,2090,1495000,799888,111989,9895,59991,399899,624895,252000000
2020-12-19 18:09:38,247,222,2078,1495000,799880,101995,9895,59995,399899,624895,252000000
2020-12-19 18:20:10,238,219,2000,1495000,798880,110000,9891,59994,399899,623999,252990000
2020-12-19 18:30:25,242,222,2018,1494000,801000,110987,9894,59899,399899,623800,252988000
2020-12-19 18:40:40,241,225,2009,1494000,801000,110983,9693,59898,399899,623894,252987000
2020-12-19 18:51:35,244,224,2007,1490000,800000,110979,9690,59898,399899,623894,252987000
2020-12-19 19:01:40,240,225,2005,1495000,794000,109900,9985,59898,399899,624000,252987000
